Postcode,Long,Lat,SA3,SA4,SA1,SA2,0–4,5–11,12–15,16–19,20–24,25–29,30–34,35–39,40–44,45–49,50–54,55–59,60–64,65–69,70–74,75–79,80–84,85 and over,Total
2775,150.918639,-33.305478,11503,115,11502129727,115021297,,,,,,,,,,,,,,,,,,,
2775,151.0387409,-33.31145027,11503,115,11503129908,115031299,,,,,,,,,,,,,,,,,,,
2776,150.553111,-33.666855,12401,124,12401145438,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145406,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145410,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145422,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145422,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145440,124011454,,,,,,,,,,,,,,,,,,,
2777,150.587962,-33.692534,12401,124,12401145408,124011454,,,,,,,,,,,,,,,,,,,
2778,150.484549,-33.728545,12401,124,12401145322,124011453,,,,,,,,,,,,,,,,,,,
2778,150.484549,-33.728545,12401,124,12401145311,124011453,,,,,,,,,,,,,,,,,,,
2779,150.45933,-33.7237,12401,124,12401145309,124011453,,,,,,,,,,,,,,,,,,,
2780,150.435639,-33.832923,12401,124,12401145237,124011452,,,,,,,,,,,,,,,,,,,
2780,150.435639,-33.832923,12401,124,12401145237,124011452,,,,,,,,,,,,,,,,,,,
2780,150.435639,-33.832923,12401,124,12401145227,124011452,,,,,,,,,,,,,,,,,,,
2780,150.435639,-33.832923,12401,124,12401145232,124011452,,,,,,,,,,,,,,,,,,,
2780,150.435639,-33.832923,12401,124,12401145214,124011452,,,,,,,,,,,,,,,,,,,
2782,150.366015,-33.704416,12401,124,12401145511,124011455,,,,,,,,,,,,,,,,,,,
2783,150.431839,-33.725566,12401,124,12401145318,124011453,,,,,,,,,,,,,,,,,,,
2784,150.407048,-33.729916,12401,124,12401145305,124011453,,,,,,,,,,,,,,,,,,,
2785,150.181517,-33.707725,12401,124,12401144913,124011449,,,,,,,,,,,,,,,,,,,
2785,150.181517,-33.707725,12401,124,12401144911,124011449,,,,,,,,,,,,,,,,,,,
2785,150.2228056,-33.71946185,12401,124,12401144911,124011449,,,,,,,,,,,,,,,,,,,
2785,150.181517,-33.707725,12401,124,12401144911,124011449,,,,,,,,,,,,,,,,,,,
2786,150.317795,-33.533055,12401,124,12401144908,124011449,,,,,,,,,,,,,,,,,,,
2786,150.317795,-33.533055,12401,124,10303107126,103031071,,,,,,,,,,,,,,,,,,,
2786,150.317795,-33.533055,12401,124,11503129902,115031299,,,,,,,,,,,,,,,,,,,
2786,150.317795,-33.533055,12401,124,12401144908,124011449,,,,,,,,,,,,,,,,,,,
2786,150.317795,-33.533055,12401,124,11503129902,115031299,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106104,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106115,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106104,103011061,,,,,,,,,,,,,,,,,,,
2787,149.7138893,-33.74061344,12403,124,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106104,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106115,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,12402145601,124021456,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106102,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106115,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106103,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10303107116,103031071,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,10301106115,103011061,,,,,,,,,,,,,,,,,,,
2787,150.153221,-34.06024,12403,124,12402145601,124021456,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107128,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107114,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107030,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107111,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107024,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107032,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107128,103031071,,,,,,,,,,,,,,,,,,,
2790,150.1776756,-33.49168644,12401,124,10303107032,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107117,103031071,,,,,,,,,,,,,,,,,,,
2790,150.1107946,-33.58752553,12401,124,10303107117,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107117,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107112,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107112,103031071,,,,,,,,,,,,,,,,,,,
2790,150.1539617,-33.50767908,12401,124,10303107009,103031070,,,,,,,,,,,,,,,,,,,
2790,150.1456683,-33.47767577,12401,124,10303107016,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10301106104,103011061,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10301106104,103011061,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107127,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107114,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107006,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107028,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107127,103031071,,,,,,,,,,,,,,,,,,,
2790,150.1395925,-33.49544008,12401,124,10303107027,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107117,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107002,103031070,,,,,,,,,,,,,,,,,,,
2790,150.153024,-33.47039743,12401,124,10303107024,103031070,,,,,,,,,,,,,,,,,,,
2790,150.1677602,-33.46774778,12401,124,10303107015,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107115,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107114,103031071,,,,,,,,,,,,,,,,,,,
2790,150.2724338,-33.32536303,12401,124,10303107501,103031075,,,,,,,,,,,,,,,,,,,
2790,150.178208,-33.471048,12401,124,10303107013,103031070,,,,,,,,,,,,,,,,,,,
2790,150.1562313,-33.48724312,12401,124,10303107011,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107125,103031071,,,,,,,,,,,,,,,,,,,
2790,150.1525396,-33.49620019,12401,124,10303107018,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107116,103031071,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107030,103031070,,,,,,,,,,,,,,,,,,,
2790,150.1373195,-33.50065259,12401,124,10303107025,103031070,,,,,,,,,,,,,,,,,,,
2790,150.11719,-33.412094,12401,124,10303107114,103031071,,,,,,,,,,,,,,,,,,,
2790,150.2051736,-33.44813394,12401,124,10303107015,103031070,,,,,,,,,,,,,,,,,,,
2790,150.1850644,-33.49009916,12401,124,10303107032,103031070,,,,,,,,,,,,,,,,,,,
2790,150.356874,-33.310653,12401,124,10303107114,103031071,,,,,,,,,,,,,,,,,,,
2790,150.4413864,-33.34286524,12401,124,10303107501,103031075,,,,,,,,,,,,,,,,,,,
2791,149.164475,-33.634941,10304,103,10304107611,103041076,,,,,,,,,,,,,,,,,,,
2791,149.164475,-33.634941,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2792,149.08632,-33.626627,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2792,149.08632,-33.626627,10304,103,10304107617,103041076,,,,,,,,,,,,,,,,,,,
2793,148.90873,-33.783955,10304,103,10302106414,103021064,,,,,,,,,,,,,,,,,,,
2793,148.90873,-33.783955,10304,103,10302106415,103021064,,,,,,,,,,,,,,,,,,,
2793,149.0498273,-33.85547148,10304,103,10302106415,103021064,,,,,,,,,,,,,,,,,,,
2793,148.90873,-33.783955,10304,103,10302106415,103021064,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10302106410,103021064,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10302106325,103021063,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10106154401,101061544,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10106154401,101061544,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10302106411,103021064,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10302106412,103021064,,,,,,,,,,,,,,,,,,,
2794,148.664838,-33.898505,10302,103,10302106417,103021064,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105835,103011058,,,,,,,,,,,,,,,,,,,
2795,149.3476918,-33.91030648,10304,103,10105154009,101051540,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106107,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106014,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105822,103011058,,,,,,,,,,,,,,,,,,,
2795,0,0,,,10301105843,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106002,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106008,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105841,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106015,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106006,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106001,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10303107128,103031071,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106013,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105826,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106014,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106014,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105921,103011059,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106001,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106015,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106017,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106008,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106019,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105809,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10304107619,103041076,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105927,103011059,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106018,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105921,103011059,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106006,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105859,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106017,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10303107116,103031071,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105841,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10304107620,103041076,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106105,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105809,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106012,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106019,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10304107620,103041076,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106016,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106016,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106009,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106005,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10303107128,103031071,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106006,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106009,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105902,103011059,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105806,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106013,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106007,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106001,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106005,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105809,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105835,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106018,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10303107423,103031074,,,,,,,,,,,,,,,,,,,
2795,149.6409463,-33.61757059,10304,103,10301106015,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106015,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106013,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.3375583,-33.8005985,10304,103,10301106003,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106010,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106106,103011061,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10303107310,103031073,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106020,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106002,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106005,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106011,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105843,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105903,103011059,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106006,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106008,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106018,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301105838,103011058,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106016,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106006,103011060,,,,,,,,,,,,,,,,,,,
2795,149.474401,-33.820797,10304,103,10301106020,103011060,,,,,,,,,,,,,,,,,,,
2797,148.952525,-33.605124,10304,103,10304107617,103041076,,,,,,,,,,,,,,,,,,,
2797,148.952525,-33.605124,10304,103,10304107612,103041076,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107913,103041079,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107615,103041076,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107615,103041076,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107913,103041079,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107603,103041076,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107911,103041079,,,,,,,,,,,,,,,,,,,
2798,149.158755,-33.462193,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10304107619,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10304107607,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10301106014,103011060,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10304107621,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10304107618,103041076,,,,,,,,,,,,,,,,,,,
2799,149.267666,-33.571335,10304,103,10301106013,103011060,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107835,103041078,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107931,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107839,103041078,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107739,103041077,,,,,,,,,,,,,,,,,,,
2800,148.8446662,-33.25176391,10304,103,10304107929,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107930,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107723,103041077,,,,,,,,,,,,,,,,,,,
2800,149.2451236,-33.34774733,10304,103,10304107913,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107911,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107710,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107926,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107907,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107935,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107924,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107809,103041078,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10302106407,103021064,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107924,103041079,,,,,,,,,,,,,,,,,,,
2800,149.1958871,-33.3020552,10304,103,10304107914,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107926,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107733,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107915,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107835,103041078,,,,,,,,,,,,,,,,,,,
2800,149.0545281,-33.1685074,10304,103,10304107931,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107925,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107913,103041079,,,,,,,,,,,,,,,,,,,
2800,148.923664,-33.32136418,10304,103,10304107929,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107925,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107923,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107914,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107924,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107925,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107810,103041078,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107927,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107923,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107705,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107711,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107742,103041077,,,,,,,,,,,,,,,,,,,
2800,0,0,,,10304107711,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107616,103041076,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107922,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107912,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107915,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107918,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107911,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107737,103041077,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107924,103041079,,,,,,,,,,,,,,,,,,,
2800,149.1538747,-33.2066961,10304,103,10304107924,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107926,103041079,,,,,,,,,,,,,,,,,,,
2800,149.0482565,-33.43795921,10304,103,10304107911,103041079,,,,,,,,,,,,,,,,,,,
2800,149.116263,-33.233929,10304,103,10304107711,103041077,,,,,,,,,,,,,,,,,,,
2800,149.0191144,-33.20831682,10304,103,10304107928,103041079,,,,,,,,,,,,,,,,,,,
2803,148.523704,-34.176731,10101,101,10106154412,101061544,,,,,,,,,,,,,,,,,,,
2803,148.523704,-34.176731,10101,101,10106154412,101061544,,,,,,,,,,,,,,,,,,,
2803,148.523704,-34.176731,10101,101,10106154412,101061544,,,,,,,,,,,,,,,,,,,
2804,148.633991,-33.539564,10302,103,10302106417,103021064,,,,,,,,,,,,,,,,,,,
2804,148.633991,-33.539564,10302,103,10302106407,103021064,,,,,,,,,,,,,,,,,,,
2804,148.633991,-33.539564,10302,103,10302106404,103021064,,,,,,,,,,,,,,,,,,,
2804,148.633991,-33.539564,10302,103,10302106418,103021064,,,,,,,,,,,,,,,,,,,
2804,148.633991,-33.539564,10302,103,10302106407,103021064,,,,,,,,,,,,,,,,,,,
2805,148.420031,-33.64991,10302,103,10302106410,103021064,,,,,,,,,,,,,,,,,,,
2806,148.375577,-33.375562,10302,103,10302106517,103021065,,,,,,,,,,,,,,,,,,,
2806,148.375577,-33.375562,10302,103,10302106516,103021065,,,,,,,,,,,,,,,,,,,
2806,148.375577,-33.375562,10302,103,10302106516,103021065,,,,,,,,,,,,,,,,,,,
2807,148.562165,-34.036494,10302,103,10302106412,103021064,,,,,,,,,,,,,,,,,,,
2808,149.02317,-33.976987,10302,103,10106154401,101061544,,,,,,,,,,,,,,,,,,,
2809,148.432316,-33.972859,10302,103,10302106610,103021066,,,,,,,,,,,,,,,,,,,
2810,148.054607,-33.902869,10302,103,10302106612,103021066,,,,,,,,,,,,,,,,,,,
2810,148.054607,-33.902869,10302,103,10302106613,103021066,,,,,,,,,,,,,,,,,,,
2810,148.054607,-33.902869,10302,103,10302106602,103021066,,,,,,,,,,,,,,,,,,,
